Original,Scrambled
whoeverhathherwishthouhastthywillandwilltobootandwillinoverplusmorethanenoughamithatvextheestilltothysweetwillmakingadditionthuswiltthouwhosewillislargeandspaciousnotoncevouchsafetohidemywillinthineshallwillinothersseemrightgraciousandinmywillnofairacceptanceshinetheseaallwateryetreceivesrainstillandinabundanceaddethtohisstoresothoubeingrichinwilladdtothywillonewillofminetomakethylargewillmoreletnounkindnofairbeseecherskillthinkallbutoneandmeinthatonewill,tnlipibnscnnibtmkncnlqnskccngtmwwsyhtmwwclzllcsyhtmwwmylpibxwqkulbicnsyiylqvnsumcnscpiacniikcmwwclcngktiictmwwusfmyvshhmcmlycnqktmwccnlqtnlkitmwwmkwsbvisyhkxsemlqkylclyeiplqenksriclnmhiugtmwwmycnmyiknswwtmwwmylcnibkkiiubmvncvbsemlqksyhmyugtmwwylrsmbseeixcsyeiknmyicnikisswwtscibgicbieimpikbsmykcmwwsyhmyszqyhsyeishhicnclnmkkclbiklcnlqzimyvbmenmytmwwshhclcngtmwwlyitmwwlrumyiclusficngwsbvitmwwulbiwicylqyfmyhylrsmbzikiienibkfmwwcnmyfswwzqclyisyhuimycnsclyitmww
ifthysoulchecktheethaticomesonearsweartothyblindsoulthatiwasthywillandwillthysoulknowsisadmittedtherethusfarforlovemylovesuitsweetfulfilwillwillfulfilthetreasureofthyloveayfillitfullwithwillsandmywilloneinthingsofgreatreceiptwithcaseweproveamonganumberoneisreckonednonetheninthenumberletmepassuntoldthoughinthystoresaccountionemustbefornothingholdmesoitpleasetheeholdthatnothingmeasomethingsweettotheemakebutmynamethyloveandlovethatstillandthenthoulovstmeformynameiswill,lepqdushgfqrfzpqrrpqcplfsorusjrctukrctpspqdxgljnushgpqcplkcupqdklggcjnklggpqdushgzjskulucnolpprnpqrtrpqhuectestgsyrodgsyruhlpukrrpehgelgklggklggehgelgpqrptrcuhtrsepqdgsyrcdelgglpehggklpqklggucjnodklggsjrljpqljauseatrcptrfrlvpklpqfcurkrvtsyrcosjacjhoxrtsjrlutrfzsjrnjsjrpqrjljpqrjhoxrtgrporvcuuhjpsgnpqshaqljpqdupstrucffshjplsjrohupxrestjspqljaqsgnoruslpvgrcurpqrrqsgnpqcpjspqljaorcusorpqljaukrrppspqrroczrxhpodjcorpqdgsyrcjngsyrpqcpuplggcjnpqrjpqshgsyuporestodjcorluklgg
thoublindfoollovewhatdostthoutomineeyesthattheybeholdandseenotwhattheyseetheyknowwhatbeautyisseewhereitliesyetwhatthebestistaketheworsttobeifeyescorruptbyoverpartiallooksbeanchoredinthebaywhereallmenridewhyofeyesfalsehoodhastthouforgedhookswheretothejudgmentofmyheartistiedwhyshouldmyheartthinkthataseveralplotwhichmyheartknowsthewideworldscommonplaceormineeyesseeingthissaythisisnottoputfairtruthuponsofoulafaceinthingsrighttruemyheartandeyeshaveerredandtothisfalseplaguearetheynowtransferred,ioslxtdwfrssttsjbhovifsqiioslismdwbbcbqioviiobcxbostfvwfqbbwsihoviiobcqbbiobckwshhovixbvlicdqqbbhobebditdbqcbihoviiobxbqidqivkbiobhseqiisxbdrbcbqpseelzixcsjbezveidvttsskqxbvwposebfdwiobxvchobebvttmbwedfbhocsrbcbqrvtqbossfovqiioslrsegbfosskqhobebisiobulfgmbwisrmcobveidqidbfhocqosltfmcobveiiodwkiovivqbjbevtztsihodpomcobveikwshqiobhdfbhsetfqpsmmswztvpbsemdwbbcbqqbbdwgiodqqvciodqdqwsiiszlirvdeieliolzswqsrsltvrvpbdwiodwgqedgoiielbmcobveivwfbcbqovjbbeebfvwfisiodqrvtqbztvglbvebiobcwshievwqrbeebf
whenmyloveswearsthatsheismadeoftruthidobelieveherthoughiknowsheliesthatshemightthinkmesomeuntutoredyouthunlearnedintheworldsfalsesubtletiesthusvainlythinkingthatshethinksmeyoungalthoughsheknowsmydaysarepastthebestsimplyicreditherfalsespeakingtongueonbothsidesthusissimpletruthsuppressedbutwhereforesaysshenotsheisunjustandwhereforesaynotithatiamoldolovesbesthabitisinseemingtrustandageinlovelovesnottohaveyearstoldthereforeiliewithherandshewithmeandinourfaultsbyliesweflatteredbe,faxwnlckoxbfxjubzajzbaxmbnjpxkdzutzampkexcmxoxaxuzaktiamqwkfbaxcmxbzajzbaxnmiazzamwqnxbknxtwztzkuxplktzatwcxjuwxpmwzaxfkucpbdjcbxbtezcxzmxbzatbojmwclzamwqmwizajzbaxzamwqbnxlktwijczaktiabaxqwkfbnlpjlbjuxhjbzzaxexbzbmnhclmyuxpmzaxudjcbxbhxjqmwizkwitxkwekzabmpxbzatbmbbmnhcxzutzabthhuxbbxpetzfaxuxdkuxbjlbbaxwkzbaxmbtwrtbzjwpfaxuxdkuxbjlwkzmzajzmjnkcpkckoxbexbzajemzmbmwbxxnmwizutbzjwpjixmwckoxckoxbwkzzkajoxlxjubzkcpzaxuxdkuxmcmxfmzaaxujwpbaxfmzanxjwpmwktudjtczbelcmxbfxdcjzzxuxpex
ocallnotmetojustifythewrongthatthyunkindnesslaysuponmyheartwoundmenotwiththineeyebutwiththytongueusepowerwithpowerandslaymenotbyarttellmethoulovstelsewherebutinmysightdearheartforbeartoglancethineeyeasidewhatneedstthouwoundwithcunningwhenthymightismorethanmyoerpresseddefencecanbideletmeexcusetheeahmylovewellknowsherprettylookshavebeenmineenemiesandthereforefrommyfacesheturnsmyfoesthattheyelsewheremightdarttheirinjuriesyetdonotsobutsinceiamnearslainkillmeoutrightwithlooksandridmypain,tspkketjcijtuogjrzdjminltexjmpjjmdoeqreweiggkpdgovtecdmipljntoewcietjnrjmjmreiidibojnrjmjmdjtexoiogivtnilnrjmvtnilpewgkpdcietjbdpljjikkcijmtoktygjikginmilibojrecdgrxmjwiplmipljztlbipljtxkpesijmreiidipgrwinmpjeiiwgjjmtontoewnrjmsoeerexnmiejmdcrxmjrgctlijmpecdtilvliggiwwiziesispebrwikijciiasogijmiipmcdktyinikkqetngmilvlijjdkttqgmpyibiiecreiieicrigpewjmiliztlizltccdzpsigmijolegcdztigjmpjjmidikginmilicrxmjwpljjmirlreuolrigdijwtetjgtbojgresirpceiplgkpreqrkkcitojlrxmjnrjmkttqgpewlrwcdvpre
bewiseasthouartcrueldonotpressmytonguetiedpatiencewithtoomuchdisdainlestsorrowlendmewordsandwordsexpressthemannerofmypitywantingpainifimightteachtheewitbetteritwerethoughnottoloveyetlovetotellmesoastestysickmenwhentheirdeathsbenearnonewsbuthealthfromtheirphysiciansknowforifishoulddespairishouldgrowmadandinmymadnessmightspeakilloftheenowthisillwrestingworldisgrownsobadmadslanderersbymadearsbelievedbethatimaynotbesonorthoubeliedbearthineeyesstraightthoughthyproudheartgowide,rjtlvjpvmbufpemiefjnkuzumdejvvgxmuzafjmljkdpmljzijtlmbmuugfibklvkplznjvmvueeutnjzkgjtuekvpzktuekvjodejvvmbjgpzzjeusgxdlmxtpzmlzadplzlslglabmmjpibmbjjtlmrjmmjelmtjejmbufabzummunuwjxjmnuwjmumjnngjvupvmjvmxvlicgjztbjzmbjlekjpmbvrjzjpezuzjtvrfmbjpnmbseugmbjledbxvlilpzvczutsuelslvbufnkkjvdplelvbufnkaeutgpkpzklzgxgpkzjvvglabmvdjpclnnusmbjjzutmblvlnntejvmlzatuenklvaeutzvurpkgpkvnpzkjejevrxgpkjpevrjnljwjkrjmbpmlgpxzumrjvuzuembufrjnljkrjpemblzjjxjvvmeplabmmbufabmbxdeufkbjpemautlkj
infaithidonotlovetheewithmineeyesfortheyintheeathousanderrorsnotebuttismyheartthatloveswhattheydespisewhoindespiteofviewispleasedtodotenorareminecarswiththytonguestunedelightednortenderfeelingtobasetouchespronenortastenorsmelldesiretobeinvitedtoanysensualfeastwiththeealonebutmyfivewitsnormyfivesensescandissuadeonefoolishheartfromservingtheewholeavesunswayedthelikenessofamanthyproudheartsslaveandvassalwretchtobeonlymyplaguethusfaricountmygainthatshethatmakesmesinawardsmepain,otmboqwopztzqvzykqwkkjoqwnotkkfkamzrqwkfotqwkkbqwzsabtpkrrzratzqkcsqqoanfwkbrqqwbqvzykajwbqqwkfpkaloakjwzotpkaloqkzmyokjoalvkbakpqzpzqktzrbrknotkgbrajoqwqwfqzthskaqstkpkvohwqkptzrqktpkrmkkvothqzcbakqzsgwkalrztktzrqbaqktzrankvvpkaorkqzckotyoqkpqzbtfaktasbvmkbaqjoqwqwkkbvztkcsqnfmoykjoqatzrnfmoykaktakagbtpoaasbpkztkmzzvoawwkbrqmrznakryothqwkkjwzvkbykastajbfkpqwkvoiktkaazmbnbtqwflrzspwkbrqaavbykbtpybaabvjrkqgwqzckztvfnflvbhskqwsambrogzstqnfhbotqwbqawkqwbqnbikankaotbjbrpanklbot
loveismysinandthydearvirtuehatehateofmysingroundedonsinfullovingobutwithminecomparethouthineownstateandthoushaltfinditmeritsnotreprovingorifitdonotfromthoselipsofthinethathaveprofanedtheirscarletornamentsandsealedfalsebondsofloveasoftasminerobbedothersbedsrevenuesoftheirrentsbeitlawfulilovetheeasthoulovstthosewhomthineeyeswooasmineimportunetheerootpityinthyheartthatwhenitgrowsthypitymaydeservetopitiedbeifthoudostseektohavewhatthoudosthidebyselfexamplemaystthoubedenied,jivecwtnwcpophaunheozvczaxeuoaeuoaeiktnwcpqzixphehipwcpkxjjivcpqiyxafcautcpebitdozeauixaucpeifpwaoaeophauixwuojakcphcatezcawpiazedzivcpqizckcahipiakzitauiwejcdwikaucpeauoauovedzikopehaueczwbozjeaizpotepawophweojehkojweyiphwikjiveowikaowtcpeziyyehiauezwyehwzevepxewikaueczzepawyecajofkxjcjiveaueeowauixjivwaauiwefuitaucpeenewfiiowtcpectdizaxpeaueeziiadcancpaunueozaauoafuepcaqzifwaundcantonhewezveaidcacehyeckauixhiwaweelaiuovefuoaauixhiwaucheynwejkesotdjetonwaauixyehepceh
loasacarefulhuswiferunstocatchoneofherfeatheredcreaturesbrokeawaysetsdownherbabeandmakesallswiftdispatchinpursuitofthethingshewouldhavestaywhilstherneglectedchildholdsherinchasecriestocatchherwhosebusycareisbenttofollowthatwhichfliesbeforeherfacenotprizingherpoorinfantsdiscontentsorunstthouafterthatwhichfliesfromtheewhilstithybabechasetheeafarbehindbutifthoucatchthyhopeturnbacktomeandplaythemotherspartkissmebekindsowillipraythatthoumaysthavethywillifthouturnbackandmyloudcryingstill,mgkpkrkioejmujpydeoijwpfgrkfrugwogeuoieokfuoiohriokfjiopvigzokykxpofphgywuoivkvokwhnkzopkmmpydefhdplkfrudwljipjdfgefuofudwspuoygjmhukbopfkxyudmpfuoiwosmorfohrudmhugmhpuoidwrukporidopfgrkfruuoiyugpovjpxrkiodpvowffgegmmgyfukfyudruemdopvoegiouoiekrowgflidadwsuoilggidwekwfphdprgwfowfpgijwpffugjkefoifukfyudruemdopeignfuooyudmpfdfuxvkvorukpofuookekivoudwhvjfdefugjrkfrufuxuglofjiwvkrzfgnokwhlmkxfuongfuoiplkifzdppnovozdwhpgydmmdlikxfukffugjnkxpfukbofuxydmmdefugjfjiwvkrzkwhnxmgjhrixdwspfdmm
twolovesihaveofcomfortanddespairwhichliketwospiritsdosuggestmestillthebetterangelisamanrightfairtheworserspiritawomancolouredilltowinmesoontohellmyfemaleeviltemptethmybetterangelfrommysideandwouldcorruptmysainttobeadevilwooinghispuritywithherfoulprideandwhetherthatmyangelbeturnedfiendsuspectimayyetnotdirectlytellbutbeingbothfrommebothtoeachfriendiguessoneangelinanothershellyetthisshallineerknowbutliveindoubttillmybadangelfiremygoodoneout,uhrbrsiqnfjsiraprtaroujdggiqkjnohfnpfbneiuhrqknonuqgrqvmmiqutiqunbbufiwiuuiojdmibnqjtjdonmfuajnoufihroqioqknonujhrtjdprbrvoignbburhndtiqrrdurfibbtxaitjbiisnbuitkuiuftxwiuuiojdmibaorttxqngijdghrvbgproovkutxqjnduurwijgisnbhrrndmfnqkvonuxhnuffioarvbkongijdghfiufioufjutxjdmibwiuvodiganidgqvqkipuntjxxiudrugnoipubxuibbwvuwindmwrufaorttiwrufurijpfaonidgnmviqqrdijdmibndjdrufioqfibbxiuufnqqfjbbndiioedrhwvubnsindgrvwuunbbtxwjgjdmibanoitxmrrgrdirvu
thoselipsthatlovesownhanddidmakebreathedforththesoundthatsaidihatetomethatlanguishedforhersakebutwhenshesawmywoefulstatestraightinherheartdidmercycomechidingthattonguethateversweetwasusedingivinggentledoomandtaughtitthusanewtogreetihateshealteredwithanendthatfolloweditasgentledaydothfollownightwholikeafiendfromheaventohellisflownawayihatefromhateawayshethrewandsavedmylifesayingnotyou,uspigewciusmuepdgipjbsmbhhwhlmrgtzgmusghnpzususgipobhusmuimwhwsmuguplgusmuembxowisghnpzsgzimrgtoujsgbisgimjlfjpgnoeiumugiuzmwxsuwbsgzsgmzuhwhlgzvfvplgvswhwbxusmuupbxogusmugdgzijggujmioighwbxwdwbxxgbueghpplmbhumoxsuwuusoimbgjupxzgguwsmugisgmeugzghjwusmbgbhusmunpeepjghwumixgbueghmfhpusnpeepjbwxsujspewrgmnwgbhnzplsgmdgbupsgeewinepjbmjmfwsmugnzplsmugmjmfisguszgjmbhimdghlfewngimfwbxbpufpo
poorsoulthecentreofmysinfulearthmysinfulearththeserebelpowersarraywhydostthoupinewithinandsufferdearthpaintingthyoutwardwallssocostlygaywhysolargecosthavingsoshortaleasedostthouuponthyfadingmansionspendshallwormsinheritorsofthisexcesseatupthychargeisthisthybodysendthensoullivethouuponthyservantslossandletthatpinetoaggravatethystorebuytermsdivineinsellinghoursofdrosswithinbefedwithoutberichnomoresoshallthoufeedondeaththatfeedsonmenanddeathoncedeadtheresnomoredyingthen,dsstmsjboirarhotrsnpymuhnjbrltoipymuhnjbrltoioirmrtrgrbdsfrtmlttlyfiyqsmooisjduhrfuoiuhlhqmjnnrtqrltoidluhouhwoiysjofltqflbbmmsasmobywlyfiymsbltwrasmoilzuhwmsmistolbrlmrqsmooisjjdshoiynlquhwplhmushmdrhqmilbbfstpmuhirtuostmsnoiumrcarmmrlojdoiyailtwrumoiumoiygsqymrhqoirhmsjbbuzroisjjdshoiymrtzlhombsmmlhqbrooiloduhroslwwtlzloroiymostrgjyortpmquzuhruhmrbbuhwisjtmsnqtsmmfuoiuhgrnrqfuoisjogrtuaihspstrmsmilbboisjnrrqshqrloioilonrrqmshprhlhqqrloisharqrlqoirtrmhspstrqyuhwoirh
myloveisasafeverlongingstillforthatwhichlongernurseththediseasefeedingonthatwhichdothpreservetheillthuncertainsicklyappetitetopleasemyreasonthephysiciantomyloveangrythathisprescriptionsarenotkepthathleftmeandidesperatenowapprovedesireisdeathwhichphysicdidexceptpastcureiamnowreasonispastcareandfranticmadwithevermoreunrestmythoughtsandmydiscourseasmadmensareatrandomfromthetruthvainlyexpressedforihavesworntheefairandthoughttheebrightwhoartasblackashellasdarkasnight,wfnyxekododzexeunytgktgoiknnzyuiqdirqkjqnytgeutmuoeiqiqelkoedoezeelktgytiqdirqkjqlyiqbueoeuxeiqeknniqmtjeuidktokjvnfdbbeikieiybnedoewfuedoytiqebqfokjkdtiywfnyxedtgufiqdiqkobueojukbikytoduetyivebiqdiqneziwedtlkleobeudietyrdbbuyxeleokuekolediqrqkjqbqfokjlklehjebibdoijmuekdwtyruedoytkobdoijduedtlzudtikjwdlrkiqexeuwyuemtueoiwfiqymgqiodtlwflkojymuoedowdlwetoduediudtlywzuywiqeiumiqxdktnfehbueooelzyukqdxeoryutiqeezdkudtliqymgqiiqeesukgqirqyduidosndjvdoqenndolduvdotkgqi
omewhateyeshathloveputinmyheadwhichhavenocorrespondencewithtruesightoriftheyhavewhereismyjudgmentfledthatcensuresfalselywhattheyseearightifthatbefairwhereonmyfalseeyesdotewhatmeanstheworldtosayitisnotsoifitbenotthenlovedothwelldenoteloveseyeisnotsotrueasallmensnohowcanitohowcanloveseyebetruethatissovexedwithwatchingandwithtearsnomarvelthenthoughimistakemyviewthesunitselfseesnottillheavenclearsocunninglovewithtearsthoukeepstmeblindlesteyeswellseeingthyfoulfaultsshouldfind,bnxfmlexgxjmlemybcxuzekingmxlsfmktmmlcxibtbwwxjubisxitxfkemewzxjkamebwkremxgmlcxfmxwxkjngvzsanxieryxsemletxijzwxjrlyjxygfmleemxgjxxlwkamekremleoxrlkwfmxwxbingrlyjxxgxjsbexfmlenxlijemxfbwysebjlgkekjibejbkrkeoxibeemxiybcxsbemfxyysxibexybcxjxgxkjibejbewzxljlyynxijibmbftlikebmbftliybcxjxgxoxewzxemlekjjbcxhxsfkemfletmkialisfkemexlwjibnlwcxyemxiembzamknkjelpxngckxfemxjzikejxyrjxxjibeekyymxlcxityxlwjbtziikiaybcxfkemexlwjembzpxxujenxoykisyxjexgxjfxyyjxxkiaemgrbzyrlzyejjmbzysrkis
canstthouocruelsayilovetheenotwheniagainstmyselfwiththeepartakedoinotthinkontheewheniforgotamofmyselfalltyrantforthysakewhohateththeethatidocallmyfriendonwhomfrownstthouthatidofawnuponnayifthoulourstonmedoinotspendrevengeuponmyselfwithpresentmoanwhatmeritdoiinmyselfrespectthatissoproudthyservicetodespisewhenallmybestdothworshipthydefectcommandedbythemotionofthineeyesbutlovehateonfornowiknowthymindthosethatcanseethoulovstandiamblind,mfcrzznsdsmydvbrfaxbskvznvvcszjnvcxfifxcrzuarvbqjxznznvvgfyzfwvpsxcszznxcwscznvvjnvcxqsyiszfusquarvbqfbbzayfczqsyznarfwvjnsnfzvznznvvznfzxpsmfbbuaqyxvcpscjnsuqysjcrzznsdznfzxpsqfjcdgsccfaxqznsdbsdyrzscuvpsxcszrgvcpyvkvcivdgscuarvbqjxzngyvrvczusfcjnfzuvyxzpsxxcuarvbqyvrgvmzznfzxrrsgysdpznarvykxmvzspvrgxrvjnvcfbbuahvrzpsznjsyrnxgznapvqvmzmsuufcpvphaznvuszxscsqznxcvvavrhdzbskvnfzvscqsycsjxwcsjznauxcpznsrvznfzmfcrvvznsdbskrzfcpxfuhbxcp
ofromwhatpowerhastthouthispowerfulmightwithinsufficiencymyhearttoswaytomakemegivethelietomytruesightandswearthatbrightnessdothnotgracethedaywhencehastthouthisbecomingofthingsillthatintheveryrefuseofthydeedsthereissuchstrengthandwarrantiseofskillthatinmymindthyworstallbestexceedswhotaughttheehowtomakemelovetheemorethemoreihearandseejustcauseofhateothoughilovewhatothersdoabhorwithothersthoushouldstnotabhormystateifthyunworthinessraisedloveinmemoreworthyitobebelovedofthee,odyoqebnucoehybniuubokubgicoehydktqgxbuegubglikddgvghlvzqzbhnyuuoienzuoqnmhqhxgahubhtghuoqzuykhigxbunlwiehnyubnujygxbulhiiwoublouxynvhubhwnzebhlvhbniuubokubgijhvoqglxodubglxigttubnuglubhahyzyhdkihodubzwhhwiubhyhgiikvbiuyhlxubnlwenyynlugihodimgttubnuglqzqglwubzeoyiunttjhiuhfvhhwiebounkxbuubhhboeuoqnmhqhtoahubhhqoyhubhqoyhgbhnynlwihhskiuvnkihodbnuhoubokxbgtoahebnuoubhyiwonjboyeguboubhyiubokiboktwiulounjboyqziunuhgdubzkleoyubglhiiyngihwtoahglqhqoyheoyubzguojhjhtoahwodubhh
loveistooyoungtoknowwhatconscienceisyetwhoknowsnotconscienceisbornoflovethengentlecheaterurgenotmyamisslestguiltyofmyfaultsthysweetselfproveforthoubetrayingmeidobetraymynoblerparttomygrossbodystreasonmysouldothtellmybodythathemaytriumphinlovefleshstaysnofartherreasonbutrisingatthynamedothpointouttheeashistriumphantprizeproudofthisprideheiscontentedthypoordrudgetobetostandinthyaffairsfallbythysidenowantofconscienceholditthaticallherloveforwhosedearloveiriseandfall,vwszbgxwwewyrqxwarwddkfxtwrgtbzrtzbgezxdkwarwdgrwxtwrgtbzrtzbghwprwivwszxkzrqzrxvztkzfxzpypqzrwxnefnbggvzgxqybvxewineifyvxgxkegdzzxgzviopwsziwpxkwyhzxpfebrqnzbuwhzxpfenerwhvzpofpxxwneqpwgghwuegxpzfgwrnegwyvuwxkxzvvnehwuexkfxkznfexpbynokbrvwszivzgkgxfegrwifpxkzppzfgwrhyxpbgbrqfxxkerfnzuwxkowbrxwyxxkzzfgkbgxpbynokfrxopbczopwyuwixkbgopbuzkzbgtwrxzrxzuxkeowwpupyuqzxwhzxwgxfrubrxkefiifbpgifvvhexkegbuzrwdfrxwitwrgtbzrtzkwvubxxkfxbtfvvkzpvwsziwpdkwgzuzfpvwszbpbgzfruifvv
inlovingtheethouknowstiamforswornbutthouarttwiceforsworntomeloveswearinginactthybedvowbrokeandnewfaithtorninvowingnewhateafternewlovebearingbutwhyoftwooathsbreachdoiaccusetheewhenibreaktwentyiamperjuredmostforallmyvowsareoathsbuttomisusetheeandallmyhonestfaithintheeislostforihavesworndeepoathsofthydeepkindnessoathsofthylovethytruththyconstancyandtoenlightentheegaveeyestoblindnessormadethemswearagainstthethingtheyseeforihavesworntheefairmoreperjureditoswearagainstthetruthsofoulabe,mtpalmtkfiyyfiahdtaecfmonxasceastbhffiahosffemwyxasceastfanypalyceyosmtkmtowffizbyvlaebsadyotvtyexomfifastmtlaemtktyeiofyoxfystyepalybyosmtkbhfeizaxfeaaoficbsyowivamowwhcyfiyyeiytmbsyodfeytfzmonuysrhsyvnacfxasoppnzlaecosyaoficbhffanmchcyfiyyotvoppnziatycfxomfimtfiyymcpacfxasmiolyceastvyyuaoficaxfizvyyudmtvtyccaoficaxfizpalyfizfshfifizwatcfotwzotvfaytpmkifytfiyykolyyzycfabpmtvtyccasnovyfiynceyosokomtcffiyfimtkfiyzcyyxasmiolyceastfiyyxomsnasyuysrhsyvmfaceyosokomtcffiyfshficaxahpoby
cupidlaidbyhisbrandandfellasleepamaidofdiansthisadvantagefoundandhislovekindlingfiredidquicklysteepinacoldvalleyfountainofthatgroundwhichborrowedfromthisholyfireofloveadatelesslivelyheatstilltoendureandgrewaseetingbathwhichyetmenproveagainststrangemaladiesasovereigncurebutatmymistresseyelovesbrandnewfiredtheboyfortrialneedswouldtouchmybreastisickwithalthehelpofbathdesiredandthitherhiedasaddistemperedguestbutfoundnocurethebathformyhelplieswherecupidgotnewfiremymistresseyes,auifrcgfrpvmftpsghrghrqoccgtcooigdgfrjqrfghtxmftgrnghxgkoqjuhrghrmftcjnowfhrcfhkqfsorfreufawcvtxooifhgajcrngccovqjuhxgfhjqxmgxksjuhrymfampjssjyorqsjdxmftmjcvqfsojqcjnogrgxocottcfnocvmogxtxfccxjohrusoghrksoygtooxfhkpgxmymfamvoxdohisjnogkgfhtxtxsghkodgcgrfotgtjnosofkhausopuxgxdvdftxsottovocjnotpsghrhoyqfsorxmopjvqjsxsfgchoortyjucrxjuamdvpsogtxftfawyfxmgcxmomocijqpgxmrotfsorghrxmfxmosmforgtgrrftxodiosorkuotxpuxqjuhrhjausoxmopgxmqjsdvmocicfotymosoauifrkjxhoyqfsodvdftxsottovot
